SessionIdentity,hour_num,stage,BG_psd,key2_psd,key3_psd,n_epoch
02R_05-05-22,5.0,N2,0.0071599325,0.09659106,0.026360989,1286
02R_05-05-22,5.0,N3,0.008670918,0.119536385,0.03266811,175
02R_05-05-22,5.0,REM,0.003828672,0.021528527,0.0060593355,54
02R_05-06-22,0.0,N1,0.014811669,0.030836407,0.008231043,99
02R_05-06-22,0.0,N2,0.016095411,0.05878764,0.017110739,475
02R_05-06-22,0.0,N3,0.016516468,0.12504898,0.03596823,641
02R_05-06-22,1.0,N1,0.012654371,0.027831163,0.0069124545,157
02R_05-06-22,1.0,N2,0.4066491,0.06599171,0.019054081,784
02R_05-06-22,1.0,N3,0.01746592,0.13155404,0.03838408,340
02R_05-06-22,1.0,REM,0.014429992,0.037491728,0.008489152,382
02R_05-06-22,2.0,N2,0.013777682,0.09051811,0.025341263,763
02R_05-06-22,2.0,N3,0.017364165,0.13521136,0.03800292,1030
02R_05-06-22,3.0,N2,0.011638328,0.08900382,0.02526145,363
02R_05-06-22,3.0,N3,0.015272415,0.13332918,0.03885299,191
03L_05-18-22,0.0,N2,0.02143948,0.082778096,0.054987907,190
03L_05-18-22,0.0,N3,0.061154064,0.35149172,0.28076574,264
03L_05-18-22,1.0,N3,0.0765157,0.58991146,0.42083454,927
03L_05-19-22,0.0,N3,0.10295093,0.41694304,0.31047943,246
03L_05-19-22,1.0,N2,0.087009326,0.3626478,0.27725193,74
03L_05-19-22,1.0,N3,0.19409186,0.43940124,0.3275231,1688
03L_05-19-22,1.0,N1,0.029765606,0.15360771,0.098406784,14
03L_05-19-22,2.0,N2,0.11765182,0.46376374,0.31519735,44
03L_05-19-22,2.0,N3,0.10717327,0.64694405,0.47186267,1473
03L_05-19-22,2.0,N1,0.026412968,0.15110077,0.12870543,42
03L_05-19-22,2.0,REM,0.064607784,0.37963548,0.29643935,163
03L_05-19-22,3.0,N2,0.057224512,0.3849914,0.30373895,263
03L_05-19-22,3.0,N3,0.09321874,0.5805574,0.40997285,954
03L_05-19-22,3.0,N1,0.13686328,0.32391953,0.2326762,58
03L_05-19-22,4.0,N2,0.06348336,0.44952506,0.3075165,353
03L_05-19-22,4.0,N3,0.078717515,0.57490325,0.35013005,146
03L_05-19-22,4.0,N1,0.019003209,0.109281905,0.08007912,57
03L_05-19-22,4.0,REM,0.037856303,0.24639687,0.18284598,297
03L_05-19-22,5.0,N2,0.06715732,0.44960988,0.3330077,495
03L_05-19-22,5.0,N3,0.070115075,0.6150808,0.46979862,116
03L_05-19-22,5.0,N1,0.048006114,0.19077273,0.15589476,69
03L_05-19-22,5.0,REM,0.043360177,0.3252986,0.24993028,459
03L_05-19-22,6.0,N2,0.066976555,0.46474835,0.33652964,161
03L_05-19-22,6.0,N3,0.094050676,0.6946715,0.5078517,1078
03L_05-19-22,6.0,N1,0.026888212,0.19665205,0.20137368,14
03L_05-19-22,6.0,REM,0.01956209,0.14810644,0.1127549,446
03L_05-19-22,7.0,N2,0.07272897,0.6493859,0.4934362,103
03L_05-19-22,7.0,N3,0.1974801,0.6459867,0.4808933,487
03L_05-19-22,7.0,N1,0.5894879,0.23070796,0.1794741,144
03L_05-19-22,7.0,REM,0.02874449,0.2442603,0.190907,707
03L_05-19-22,8.0,N2,0.059573088,0.48115975,0.36777714,170
03L_05-19-22,8.0,REM,0.02793318,0.18487304,0.13557994,349
03L_05-20-22,0.0,N2,0.054421075,0.17015195,0.13496704,131
03L_05-20-22,0.0,N3,0.17889704,0.33182266,0.2602488,487
03L_05-20-22,0.0,N1,0.022383375,0.11349619,0.0692602,56
03L_05-20-22,1.0,N2,0.06374294,0.23986453,0.16946125,73
03L_05-20-22,1.0,N3,0.18221314,0.6701747,0.44974887,1526
03L_05-20-22,1.0,N1,0.023037257,0.13150638,0.09567747,100
03L_05-20-22,2.0,N2,0.045494508,0.22738265,0.1820785,91
03L_05-20-22,2.0,N3,0.085013576,0.58472645,0.38748538,260
03L_05-20-22,2.0,N1,0.03392452,0.11641529,0.08437778,99
03L_05-20-22,2.0,REM,0.029730331,0.18982424,0.16144842,108
03L_05-20-22,3.0,N2,0.07133382,0.44455206,0.30543992,234
03L_05-20-22,3.0,N3,0.09885346,0.70119625,0.5241253,679
03L_05-20-22,3.0,N1,0.039065704,0.22772433,0.1673421,97
03L_05-20-22,3.0,REM,0.021171296,0.15859553,0.119201444,315
03L_05-20-22,4.0,N2,0.055824433,0.3196314,0.23765674,310
03L_05-20-22,4.0,N1,0.016436445,0.09688789,0.07446124,82
03L_05-20-22,4.0,REM,0.02969616,0.14386262,0.100695744,485
03L_05-20-22,5.0,N2,0.060482096,0.44621143,0.32661524,526
03L_05-20-22,5.0,N3,0.07772822,0.51972044,0.3839089,270
03L_05-20-22,5.0,N1,0.023740986,0.16462895,0.12118157,29
03L_05-20-22,5.0,REM,0.025649238,0.22198854,0.17510986,313
03L_05-20-22,6.0,N2,0.053865463,0.38671443,0.27877858,646
03L_05-20-22,6.0,N3,0.07717251,0.6156254,0.46727753,565
03L_05-20-22,6.0,N1,0.019371003,0.14747457,0.12374453,43
03L_05-20-22,7.0,N2,0.058241904,0.45433912,0.35047898,1179
03L_05-20-22,7.0,N3,0.06451449,0.55982447,0.4029906,97
03L_05-20-22,7.0,N1,0.026632365,0.1942127,0.12848504,136
03L_05-20-22,8.0,N2,0.06118531,0.47502893,0.37297237,795
03L_05-20-22,8.0,N3,0.07732271,0.66621095,0.4619957,397
03L_05-20-22,8.0,N1,0.0305411,0.27425557,0.21280296,130
03L_05-20-22,9.0,N2,0.06361516,0.41036975,0.2831058,138
03L_05-20-22,9.0,N1,0.033235405,0.33042392,0.22876546,227
03L_05-20-22,9.0,REM,0.08427568,0.3367062,0.27678752,69
03L_05-21-22,0.0,N2,0.01783819,0.09070676,0.048990615,27
03L_05-21-22,0.0,N1,0.046727225,0.09253074,0.060621943,72
03L_05-21-22,1.0,N2,0.04379697,0.1876363,0.12927535,87
03L_05-21-22,1.0,N3,0.16405754,0.6032718,0.4057685,908
03L_05-21-22,1.0,N1,0.017697114,0.08867811,0.06849234,42
03L_05-21-22,2.0,N2,0.041938186,0.36853406,0.32260233,43
03L_05-21-22,2.0,N3,0.20655252,0.6983325,0.4923724,1298
03L_05-21-22,2.0,REM,0.044974558,0.12837352,0.08466442,378
03L_05-21-22,3.0,N2,0.08508989,0.41843215,0.30098572,222
03L_05-21-22,3.0,N3,0.12697542,0.65346634,0.45499954,1248
03L_05-21-22,3.0,N1,0.023473063,0.11000849,0.07302508,27
03L_05-21-22,3.0,REM,0.23888549,0.22151719,0.17715326,251
03L_05-21-22,4.0,N1,0.023622522,0.13048558,0.09235306,99
03L_05-21-22,4.0,REM,0.2301899,0.2401575,0.17841296,1339
03L_05-21-22,5.0,N2,0.08026466,0.51368165,0.38264725,481
03L_05-21-22,5.0,N3,0.2629415,0.7631066,0.53242344,579
03L_05-21-22,5.0,N1,0.03267206,0.25107804,0.17552325,127
03L_05-21-22,5.0,REM,0.059851836,0.28191194,0.21829723,368
03L_05-21-22,6.0,N2,0.06735529,0.39738616,0.27608937,544
03L_05-21-22,6.0,N3,0.07002019,0.55331916,0.3690418,267
03L_05-21-22,6.0,N1,0.045681022,0.15770707,0.13481066,154
03L_05-21-22,6.0,REM,0.048842333,0.21921358,0.15903327,551
03L_05-21-22,7.0,N1,0.016245976,0.09422079,0.08081066,97
03L_05-21-22,7.0,REM,0.08104817,0.10875813,0.07153455,439
03L_05-21-22,8.0,REM,0.027682278,0.11228014,0.070461705,161
03L_05-22-22,0.0,N3,0.232854,0.45464888,0.3083865,730
03L_05-22-22,0.0,N1,0.016155578,0.09341599,0.07526779,14
03L_05-22-22,1.0,N2,0.14357705,0.47333965,0.31731516,89
03L_05-22-22,1.0,N3,0.17840257,0.74847597,0.51628757,1578
03L_05-22-22,1.0,N1,0.03920603,0.2087868,0.14062926,57
03L_05-22-22,2.0,N2,0.1225569,0.41862375,0.266629,221
03L_05-22-22,2.0,N3,0.10629059,0.6050548,0.4158252,611
03L_05-22-22,2.0,N1,0.032103654,0.19826616,0.13689364,145
03L_05-22-22,2.0,REM,0.060248844,0.2244341,0.16857891,759
03L_05-22-22,3.0,N2,0.102679424,0.5277634,0.42305923,101
03L_05-22-22,3.0,N3,0.11814598,0.65147644,0.43670073,1174
03L_05-22-22,3.0,N1,0.09912748,0.3941067,0.25029,14
03L_05-22-22,4.0,N2,0.12343279,0.43229297,0.30043063,354
03L_05-22-22,4.0,N1,0.0221231,0.15255408,0.10765265,157
03L_05-22-22,4.0,REM,0.52780616,0.26322758,0.18397115,757
03L_05-22-22,5.0,N2,0.11765246,0.24977419,0.18453623,63
03L_05-22-22,5.0,N1,0.071221985,0.1308119,0.07352673,77
03L_05-22-22,5.0,REM,0.04981283,0.14034185,0.10258726,652
03L_05-22-22,6.0,N2,0.08340709,0.4102001,0.28686175,514
03L_05-22-22,6.0,N3,0.08656837,0.52436036,0.36231124,562
03L_05-22-22,6.0,N1,0.44079235,0.10906572,0.0684735,118
03L_05-22-22,6.0,REM,0.031818982,0.19617599,0.13601977,308
03L_05-22-22,7.0,N2,0.08119083,0.52370113,0.36187747,670
03L_05-22-22,7.0,N3,0.09638227,0.63667804,0.43911996,136
03L_05-22-22,7.0,N1,0.0347004,0.22033285,0.15545882,168
03L_05-22-22,7.0,REM,0.041597255,0.22286047,0.16550922,566
03L_05-22-22,8.0,N2,0.053456835,0.511526,0.32395232,294
03L_05-22-22,8.0,N3,0.08357024,0.6872026,0.47730863,668
03L_05-22-22,8.0,N1,0.0491042,0.23580484,0.1630049,86
03L_05-22-22,8.0,REM,0.048422065,0.35301226,0.26112098,638
03L_05-22-22,9.0,N2,0.06702733,0.5634828,0.39259544,445
03L_05-22-22,9.0,N3,0.2549644,0.6320452,0.43759608,204
03L_05-22-22,9.0,N1,0.06764324,0.4192185,0.3137108,69
03L_05-22-22,9.0,REM,0.05834925,0.49488032,0.332444,237
03L_05-23-22,0.0,N3,0.104047395,0.27984425,0.19588871,360
03L_05-23-22,1.0,N2,0.07928543,0.20349304,0.1663505,41
03L_05-23-22,1.0,N3,0.3406622,0.44708428,0.3310873,1690
03L_05-23-22,2.0,N2,0.07797781,0.2784434,0.21436238,219
03L_05-23-22,2.0,N3,0.1393372,0.6739373,0.49223387,1258
03L_05-23-22,2.0,N1,0.08403674,0.18890542,0.14408791,62
03L_05-23-22,3.0,N2,0.0132995825,0.24416368,0.10730165,4
03L_05-23-22,3.0,N3,0.2573349,0.5559319,0.40219265,879
03L_05-23-22,3.0,N1,0.10078602,0.18589805,0.166353,43
03L_05-23-22,3.0,REM,0.023944618,0.15784462,0.11441311,118
03L_05-23-22,4.0,N2,0.40707213,0.4039379,0.31734443,333
03L_05-23-22,4.0,N3,0.09876769,0.6401362,0.5005888,349
03L_05-23-22,4.0,N1,0.032577075,0.23324813,0.17204012,109
03L_05-23-22,4.0,REM,0.041944258,0.12377149,0.08776628,632
03L_05-23-22,5.0,N2,0.095723554,0.52773374,0.38267958,546
03L_05-23-22,5.0,N3,0.2320982,0.6138881,0.43978187,892
03L_05-23-22,5.0,N1,0.027724462,0.17646194,0.12984353,102
03L_05-23-22,5.0,REM,0.10058863,0.29802307,0.21767323,94
03L_05-23-22,6.0,N2,0.0692133,0.43163332,0.31573328,450
03L_05-23-22,6.0,N1,0.03192919,0.20867917,0.16763374,136
03L_05-23-22,6.0,REM,0.12250951,0.21872458,0.16220894,1089
03L_05-23-22,7.0,N2,0.07102866,0.53273237,0.35157782,644
03L_05-23-22,7.0,N1,0.05843454,0.38679978,0.28324163,252
03L_05-23-22,7.0,REM,0.16899139,0.52694905,0.38381743,544
03L_05-23-22,8.0,N2,0.08232699,0.37996602,0.27556318,264
03L_05-23-22,8.0,N3,0.07038522,0.58168876,0.4058458,758
03L_05-23-22,8.0,N1,0.015816864,0.06425985,0.039414708,14
03L_05-23-22,8.0,REM,0.038917445,0.12055445,0.08241728,400
03L_05-23-22,9.0,N2,0.05511323,0.40292624,0.3017036,117
03L_05-23-22,9.0,N3,0.09509562,0.82609963,0.65666234,60
03L_05-23-22,9.0,N1,0.036010854,0.21672669,0.18277477,142
03L_05-23-22,9.0,REM,0.035657562,0.2570392,0.18689656,559
03L_05-25-22,0.0,N3,0.08874217,0.32184115,0.21927817,1046
03L_05-25-22,1.0,N2,0.06780684,0.25237954,0.18392615,106
03L_05-25-22,1.0,N3,0.100462995,0.4441498,0.2973729,938
03L_05-25-22,1.0,N1,0.01873124,0.1380134,0.104734086,36
03L_05-25-22,2.0,N2,0.05641255,0.32439777,0.21471603,244
03L_05-25-22,2.0,N3,0.09163463,0.6005412,0.40085113,455
03L_05-25-22,2.0,N1,0.055599034,0.1587484,0.12600768,74
03L_05-25-22,2.0,REM,0.04107242,0.23440757,0.1770487,258
03L_05-25-22,3.0,N2,0.05138394,0.33960956,0.20045593,152
03L_05-25-22,3.0,N3,0.17295533,0.5386477,0.33885154,317
03L_05-25-22,3.0,N1,0.038579807,0.1662398,0.11725074,152
03L_05-25-22,3.0,REM,0.03843495,0.23582885,0.16452453,845
03L_05-25-22,4.0,N3,0.3146044,0.7463171,0.48519748,860
03L_05-25-22,5.0,N1,0.9783754,0.15997942,0.13849948,70
03L_05-25-22,5.0,REM,0.052191343,0.22014377,0.15358205,510
03L_05-25-22,6.0,N2,0.07833992,0.45584506,0.28977597,853
03L_05-25-22,6.0,N3,0.10676452,0.5368876,0.3647379,384
03L_05-25-22,6.0,N1,0.038548775,0.24661343,0.1673356,52
03L_05-25-22,6.0,REM,0.020013547,0.13822658,0.09802346,14
03L_05-25-22,7.0,N2,0.09240116,0.44203946,0.31144333,871
03L_05-25-22,7.0,N3,0.104035765,0.5022235,0.365336,113
03L_05-25-22,7.0,N1,0.055673964,0.3361481,0.22210798,42
03L_05-26-22,0.0,N2,0.069824934,0.14024737,0.0896047,104
03L_05-26-22,0.0,N3,0.18836863,0.29866907,0.19995807,565
03L_05-26-22,0.0,N1,0.019653205,0.09115652,0.039765738,42
03L_05-26-22,1.0,N2,0.08412167,0.30581522,0.19585033,74
03L_05-26-22,1.0,N3,0.10430652,0.4359047,0.2830811,1255
03L_05-26-22,1.0,N1,0.055438753,0.18912688,0.10497285,14
03L_05-26-22,2.0,N2,0.06691749,0.27928323,0.18794514,926
03L_05-26-22,2.0,N3,0.19946375,0.67714614,0.42954016,623
03L_05-26-22,2.0,N1,0.03021179,0.14519858,0.10312476,128
03L_05-26-22,3.0,N2,0.11204926,0.4702008,0.3008486,466
03L_05-26-22,3.0,N3,0.10589534,0.61374104,0.39170638,908
03L_05-26-22,3.0,N1,0.023973951,0.13068657,0.0957782,36
03L_05-26-22,4.0,N2,0.074615546,0.38624173,0.255707,450
03L_05-26-22,4.0,N3,0.09768961,0.5716882,0.4111505,79
03L_05-26-22,4.0,N1,0.09771899,0.13324323,0.08350853,169
03L_05-26-22,4.0,REM,0.04810179,0.13323356,0.080564044,594
03L_05-26-22,5.0,N2,0.08128896,0.41100487,0.2534208,294
03L_05-26-22,5.0,N3,0.11584891,0.67286587,0.42862102,1308
03L_05-26-22,5.0,N1,0.03401566,0.26691532,0.16394317,127
03L_05-26-22,6.0,N1,0.24496743,0.1667355,0.115338005,252
03L_05-26-22,6.0,REM,0.048751507,0.17396605,0.12066974,1062
03L_05-26-22,7.0,N2,0.08042633,0.33849522,0.21628825,268
03L_05-26-22,7.0,N3,0.11069582,0.60842615,0.40393203,1324
03L_05-26-22,7.0,N1,0.03164707,0.25576168,0.18028453,36
03L_05-26-22,8.0,N2,0.053886216,0.46311098,0.30639583,72
03L_05-26-22,8.0,N1,0.04061556,0.22880197,0.16006024,296
03L_05-26-22,8.0,REM,0.054753482,0.23260176,0.16173382,769
03L_05-27-22,0.0,N2,0.019316828,0.14439158,0.10458539,87
03L_05-27-22,0.0,N3,0.12105903,0.22808783,0.1829545,133
03L_05-28-22,0.0,N3,0.11118564,0.46922085,0.3147763,602
03L_05-28-22,0.0,N1,0.018069556,0.08015015,0.048248235,43
03L_05-28-22,1.0,N2,0.13314489,0.4030977,0.29188567,265
03L_05-28-22,1.0,N3,0.17813486,0.59337765,0.40076798,1288
03L_05-28-22,1.0,REM,0.110991806,0.16005927,0.1141143,58
03L_05-28-22,2.0,N2,0.068435736,0.44837612,0.32325,29
03L_05-28-22,2.0,N3,0.19118696,0.66443086,0.44294816,1316
03L_05-28-22,2.0,REM,0.053139877,0.14123622,0.10359802,339
03L_05-28-22,3.0,N2,0.34958452,0.27820936,0.2068142,127
03L_05-28-22,3.0,N3,0.28130633,0.6086172,0.48287478,151
03L_05-28-22,3.0,N1,0.21942775,0.18511938,0.12795861,230
03L_05-28-22,3.0,REM,0.1475192,0.2194794,0.17048113,829
03L_05-28-22,4.0,N2,0.0639402,0.37744772,0.25944433,176
03L_05-28-22,4.0,N3,0.07189584,0.4864434,0.34975538,378
03L_05-28-22,4.0,N1,0.023791939,0.20018792,0.15279792,43
03L_05-28-22,4.0,REM,0.11016685,0.16091602,0.10931123,602
03L_05-28-22,5.0,N2,0.069352366,0.38274142,0.2781191,442
03L_05-28-22,5.0,N3,0.11331507,0.4001934,0.27667138,85
03L_05-28-22,5.0,N1,0.032428786,0.10887669,0.076518886,197
03L_05-28-22,5.0,REM,0.23292124,0.32109654,0.23944943,574
03L_05-28-22,6.0,N2,0.060311344,0.36067757,0.2587928,500
03L_05-28-22,6.0,N3,0.08852978,0.5107529,0.37485287,398
03L_05-28-22,6.0,N1,0.052840136,0.2260488,0.15239346,292
03L_05-28-22,6.0,REM,0.0298982,0.32346085,0.21359561,187
03L_05-28-22,7.0,N2,0.110016555,0.4634831,0.3019624,285
03L_05-28-22,7.0,N3,0.07436269,0.60410756,0.401571,248
03L_05-28-22,7.0,N1,0.07001149,0.30124986,0.22315715,100
03L_05-28-22,7.0,REM,0.02761556,0.26946342,0.17058039,43
03R_05-18-22,0.0,N2,0.07109749,0.07476183,0.069119036,192
03R_05-18-22,0.0,N3,0.20206206,0.5694077,0.39517182,261
03R_05-18-22,1.0,N3,0.2587048,1.3613337,0.7429342,195
03R_05-18-22,3.0,N2,0.14476457,0.7903561,0.54928935,104
03R_05-18-22,3.0,N3,0.25798762,1.550419,0.83192563,863
03R_05-18-22,3.0,N1,0.06792484,0.12848203,0.08172352,14
03R_05-18-22,3.0,REM,0.24440338,0.11893399,0.12549788,401
03R_05-18-22,4.0,N2,0.37874168,1.073187,0.6669235,598
03R_05-18-22,4.0,N3,0.2527166,1.6967677,0.95857155,360
03R_05-18-22,4.0,N1,0.31101495,0.2601955,0.25342965,170
03R_05-18-22,4.0,REM,0.75013375,0.34862605,0.32800126,473
03R_05-18-22,5.0,N2,0.27240792,1.0594407,0.63895845,665
03R_05-18-22,5.0,N3,0.33574483,1.4717139,0.82060266,536
03R_05-18-22,5.0,N1,0.38391608,0.22097012,0.2083172,143
03R_05-18-22,5.0,REM,0.43625167,0.6040122,0.47000873,117
03R_05-18-22,6.0,N2,0.8552134,1.1229141,0.6190358,210
03R_05-18-22,6.0,N3,0.17272699,1.4852854,0.60771185,27
03R_05-18-22,6.0,N1,1.68212,0.33931142,0.30651906,199
03R_05-18-22,6.0,REM,0.93825996,0.43399283,0.34843993,877
03R_05-18-22,7.0,N2,0.1925855,1.039196,0.6590954,445
03R_05-18-22,7.0,N3,0.2531989,1.4646907,0.76332456,818
03R_05-18-22,7.0,N1,0.13983136,0.73316497,0.5227004,73
03R_05-18-22,7.0,REM,0.08429819,0.18684345,0.17143665,274
03R_05-18-22,8.0,N2,0.102671266,0.5221505,0.3798126,404
03R_05-18-22,8.0,N1,0.09069455,0.39883095,0.3038435,276
03R_05-18-22,8.0,REM,0.07772711,0.13030674,0.1245671,463
03R_05-18-22,9.0,N1,0.08320177,0.066916205,0.061063755,14
03R_05-18-22,9.0,REM,0.27013355,0.10720521,0.09253675,264
03R_05-19-22,0.0,N3,0.16566478,0.63255113,0.42063975,243
03R_05-19-22,1.0,N3,0.18396986,0.9689956,0.54203457,1211
03R_05-19-22,2.0,N2,0.26096657,0.695705,0.4553256,44
03R_05-19-22,2.0,N3,0.16759138,1.309209,0.71000975,844
03R_05-19-22,2.0,N1,0.059559777,0.14013319,0.14331362,33
03R_05-19-22,2.0,REM,0.103484854,0.7856592,0.50056577,153
03R_05-19-22,3.0,N3,0.14392495,1.2438633,0.67468864,499
03R_05-19-22,3.0,N1,0.12129344,0.06961419,0.10228295,1
03R_05-20-22,0.0,N2,0.06912238,0.1684527,0.14178939,131
03R_05-20-22,0.0,N3,0.09587644,0.65562564,0.42025998,374
03R_05-20-22,0.0,N1,0.088332914,0.117877625,0.091285795,57
03R_05-20-22,1.0,N2,0.069798864,0.29108834,0.2124023,71
03R_05-20-22,1.0,N3,0.09816491,1.3549074,0.6977217,99
03R_05-20-22,1.0,N1,0.0371868,0.107662775,0.09120559,86
03R_05-20-22,2.0,N2,0.098606974,0.21379372,0.2548255,1
03R_05-20-22,2.0,N1,0.06882415,0.2101783,0.12389847,3
03R_05-21-22,0.0,N2,0.10383392,0.05107107,0.05161805,27
03R_05-21-22,0.0,N1,0.102071926,0.06625359,0.05481111,72
03R_05-21-22,1.0,N2,0.22789527,0.1374589,0.1316855,88
03R_05-21-22,1.0,N3,0.5692147,1.2839652,0.7327816,904
03R_05-21-22,1.0,N1,0.26978543,0.08912511,0.07680472,41
03R_05-21-22,2.0,N2,0.24643756,0.5790867,0.4826166,44
03R_05-21-22,2.0,N3,0.63732433,1.580277,0.89236605,1299
03R_05-21-22,2.0,REM,0.20243235,0.32096294,0.3133469,100
03R_05-22-22,0.0,N3,0.27582043,0.4149866,0.30095297,26
03R_05-22-22,0.0,N1,0.10647603,0.12044194,0.10747751,12
03R_05-22-22,1.0,N1,0.1166529,0.23838766,0.20438154,13
03R_05-22-22,2.0,N2,0.19233201,0.9572703,0.5978605,114
03R_05-22-22,2.0,N3,0.27437055,1.5136156,0.7580221,513
03R_05-22-22,2.0,N1,0.085211866,0.16162752,0.16109718,96
03R_05-22-22,2.0,REM,0.11646757,0.3242291,0.33061877,629
03R_05-22-22,3.0,N2,0.26859686,1.7531024,0.8393659,22
03R_05-22-22,3.0,N3,0.32233444,1.4609752,0.8005502,1010
03R_05-22-22,3.0,N1,0.13433507,0.24655814,0.25285754,2
03R_05-22-22,4.0,N2,0.20468134,0.8225096,0.5771583,356
03R_05-22-22,4.0,N1,0.111033976,0.17099836,0.21430004,152
03R_05-22-22,4.0,REM,0.29087254,0.41290182,0.32633644,543
03R_05-22-22,5.0,N2,0.35039625,0.15768413,0.1491594,19
03R_05-22-22,5.0,N1,0.17902856,0.1456522,0.12276135,76
03R_05-22-22,5.0,REM,0.19912608,0.18956225,0.19356585,780
03R_05-22-22,6.0,N2,0.24891108,0.85114646,0.5443511,493
03R_05-22-22,6.0,N3,0.2528335,1.2198179,0.685895,553
03R_05-22-22,6.0,N1,0.19334537,0.079048105,0.08718154,118
03R_05-22-22,6.0,REM,0.123657905,0.23611045,0.20682023,309
03R_05-22-22,7.0,N2,0.26748747,1.1845636,0.73133355,670
03R_05-22-22,7.0,N3,0.31262454,1.3990313,0.8162203,137
03R_05-22-22,7.0,N1,0.18316425,0.3854253,0.34032664,170
03R_05-22-22,7.0,REM,0.294663,0.3537864,0.33384258,569
03R_05-22-22,8.0,N2,0.17913984,0.8422708,0.5461348,62
03R_05-22-22,8.0,N3,0.34480047,1.6459968,0.8273821,425
03R_05-22-22,8.0,N1,0.102545656,0.30544093,0.2840863,42
03R_05-22-22,8.0,REM,0.42536277,0.64138687,0.5402424,634
03R_05-22-22,9.0,N2,0.41722625,1.3134565,0.7739598,400
03R_05-22-22,9.0,N3,0.17095475,0.3639207,0.33872768,3
03R_05-22-22,9.0,N1,1.8608845,0.95145625,0.6692799,70
03R_05-22-22,9.0,REM,1.0172805,0.5927691,0.48304474,88
03R_05-23-22,0.0,N3,0.22576858,0.58574885,0.38608912,484
03R_05-23-22,1.0,N2,0.17826235,0.5298537,0.31065518,43
03R_05-23-22,1.0,N3,0.25687504,1.1341436,0.60641044,1700
03R_05-23-22,2.0,N2,0.13712226,0.5382422,0.4133162,366
03R_05-23-22,2.0,N3,0.32451016,1.6376326,0.88728875,1262
03R_05-23-22,2.0,N1,0.09442455,0.32464793,0.32944974,146
03R_05-23-22,3.0,N2,0.15641795,0.65761715,0.39928526,132
03R_05-23-22,3.0,N3,0.24384373,1.3533868,0.6746245,1327
03R_05-23-22,3.0,N1,0.07539574,0.24297778,0.23052292,56
03R_05-23-22,3.0,REM,0.09406126,0.3199777,0.24802002,250
03R_05-23-22,4.0,N2,0.17381433,0.82367504,0.60626495,332
03R_05-23-22,4.0,N3,0.29008314,1.4014633,0.7433581,344
03R_05-23-22,4.0,N1,0.104025654,0.44281137,0.3375601,113
03R_05-23-22,4.0,REM,0.068930015,0.10965885,0.100469366,624
03R_05-23-22,5.0,N2,0.47478893,0.43635446,0.41272005,102
03R_05-23-22,5.0,N1,0.5211353,0.2060842,0.2133199,102
03R_05-23-22,5.0,REM,0.14971341,0.291175,0.3262058,13
03R_05-23-22,6.0,N2,0.20457481,0.9864976,0.6418969,449
03R_05-23-22,6.0,N1,0.6006352,0.3478799,0.3316544,142
03R_05-23-22,6.0,REM,0.61752725,0.3175173,0.2978222,1099
03R_05-23-22,7.0,N2,0.22750527,1.2278436,0.67948145,485
03R_05-23-22,7.0,N1,0.17789996,0.8240254,0.53234345,144
03R_05-23-22,7.0,REM,0.22257724,1.2412032,0.73052776,499
03R_05-23-22,8.0,N2,0.5015057,0.83535105,0.5645817,263
03R_05-23-22,8.0,N3,0.46826568,1.4505045,0.80443317,760
03R_05-23-22,8.0,N1,0.06067397,0.05749064,0.053979274,14
03R_05-23-22,8.0,REM,0.0903457,0.12459374,0.12326563,401
03R_05-23-22,9.0,N2,1.3611071,1.0455834,0.74101603,119
03R_05-23-22,9.0,N3,0.3612225,2.2576616,1.3193185,49
03R_05-23-22,9.0,N1,2.2895598,0.419909,0.39084974,140
03R_05-23-22,9.0,REM,1.6972629,0.5092572,0.42872378,559
03R_05-25-22,0.0,N3,0.35076153,0.57572424,0.41905028,492
03R_05-25-22,1.0,N2,0.17876132,0.2396649,0.20250161,84
03R_05-25-22,1.0,N3,0.5642903,1.457327,0.7522489,754
03R_05-25-22,1.0,N1,0.1157126,0.104910865,0.097929895,41
03R_05-25-22,2.0,N2,0.35096908,0.72081393,0.45123866,315
03R_05-25-22,2.0,N3,0.60297227,1.6189646,0.84566396,821
03R_05-25-22,2.0,N1,0.3467998,0.22584717,0.20722023,80
03R_05-25-22,2.0,REM,0.19599053,0.40098673,0.34657943,452
03R_05-25-22,3.0,N2,0.25622284,0.5716144,0.39463004,158
03R_05-25-22,3.0,N3,0.36798468,1.1958703,0.66154885,333
03R_05-25-22,3.0,N1,0.14099869,0.17751542,0.20787865,158
03R_05-25-22,3.0,REM,0.22702982,0.35444146,0.33708355,859
03R_05-25-22,4.0,N2,0.29514223,0.81532866,0.5488101,206
03R_05-25-22,4.0,N3,0.6298545,1.563825,0.7780534,1256
03R_05-25-22,4.0,N1,0.1998946,0.28933567,0.30638057,44
03R_05-25-22,4.0,REM,0.29046187,0.4136587,0.45475054,28
03R_05-25-22,5.0,N2,0.19428267,0.27620506,0.38259003,10
03R_05-25-22,5.0,N1,0.1364362,0.1903412,0.192052,68
03R_05-25-22,5.0,REM,0.17820713,0.35977337,0.29774523,263
03R_05-25-22,6.0,N2,0.30491677,1.0166595,0.5712706,376
03R_05-25-22,6.0,N3,0.34868994,1.1110538,0.56588393,380
03R_05-25-22,6.0,N1,0.16863132,0.39421767,0.25393307,18
03R_05-25-22,6.0,REM,0.15545952,0.18290709,0.22193769,14
