subject,hemisphere,channel,date,0.0,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0
RCS02,L,cortical,04-21-22,1.956681959202304e-6,0.000012029445131442075,6.6533811773414275e-6,4.6095233634756545e-6,8.846272311011752e-6,0.000010650523868449512,3.569288220579017e-6,8.733297772171577e-7,5.012265097110434e-7,3.745057560633702e-7,2.866372118765227e-7,2.2261095887302938e-7,1.6711764980714256e-7,1.1695512456687451e-7,8.15305879141948e-8,6.052376356305412e-8,4.5126559379858496e-8,3.6039569227151e-8,3.706667332260411e-8,2.6676230948823938e-8,2.299629843887318e-8
RCS02,L,cortical,04-22-22,2.231773923412465e-6,0.000014727597303837098,8.381522649289471e-6,4.294672246112817e-6,7.290753128387629e-6,8.807590451252626e-6,3.1449094885348126e-6,9.488516484497713e-7,4.918715506631392e-7,3.583336853305121e-7,2.8482799881793925e-7,2.142322806811852e-7,1.7793772212708153e-7,1.2387315828412204e-7,8.02869519010699e-8,6.104845089536603e-8,4.6485659376037746e-8,3.928394781256598e-8,3.9586336406563754e-8,2.7658228082633753e-8,2.2888374923961287e-8
RCS02,L,cortical,04-26-22,2.015180286444609e-6,0.000012893666954536548,7.445248798439679e-6,5.065477291748069e-6,8.236443268665516e-6,8.294857836299886e-6,2.7772719272177192e-6,8.278670691110793e-7,5.038651617159627e-7,3.8873331675464905e-7,2.882565979407574e-7,2.073677205394579e-7,1.6341346863105663e-7,1.1415823798216076e-7,7.134983182968048e-8,5.618249863345176e-8,4.157011537551978e-8,3.792694620963053e-8,3.73282956613113e-8,2.6253862429474345e-8,2.1755012159126232e-8
RCS02,L,cortical,04-27-22,1.951362786932568e-6,0.00001318365651229435,6.934518273519787e-6,4.343780126402338e-6,6.21724096962059e-6,6.48291370437478e-6,2.5634224270683573e-6,8.563025159945776e-7,5.012836045296682e-7,3.718118307920456e-7,2.8687524997586894e-7,2.0605142303005609e-7,1.7388593882155005e-7,1.2816173776593413e-7,8.203197661686996e-8,5.83590229078306e-8,4.328334883855137e-8,3.4144572454563965e-8,3.554198337346206e-8,2.699786649644825e-8,2.1735554074862456e-8
RCS02,L,cortical,04-28-22,2.2998231366034327e-6,0.000014827747477312922,8.176924678252358e-6,4.817259076810009e-6,7.313839527507164e-6,7.24058871700384e-6,2.4277078398588535e-6,7.71898800132268e-7,4.415040021185118e-7,3.7164700461811584e-7,2.792876305305752e-7,2.0032545961006424e-7,1.507478944042327e-7,1.1823565829135608e-7,8.130949396735802e-8,5.885391545049059e-8,4.2911602073818147e-8,3.4448013258415875e-8,3.813023878744259e-8,2.7663288280924095e-8,2.223263846590604e-8
RCS02,L,cortical,04-29-22,2.468068044951414e-6,0.000016138487745565884,9.179141925255378e-6,5.450801057495286e-6,7.7940739500258e-6,7.088603239891323e-6,2.246652209752041e-6,8.119478748359605e-7,4.79367812152225e-7,3.2250350140964576e-7,2.5726466141179e-7,1.875106246491228e-7,1.442741049614727e-7,1.1209744903032835e-7,7.587095509549236e-8,5.3958195678452485e-8,3.967690398884067e-8,3.479579764865597e-8,3.757755715728541e-8,2.327017483300744e-8,1.931526381893112e-8
RCS02,L,cortical,04-30-22,2.219312753990123e-6,0.000014410904357262509,8.220580722419941e-6,5.410690926511116e-6,8.233307747529804e-6,7.002373212874617e-6,2.424965277639029e-6,7.701394115714188e-7,4.7009589558145614e-7,3.6080289782082874e-7,2.6117318536016726e-7,1.8662139820074647e-7,1.5000706858760807e-7,1.0219446564227842e-7,7.024143953909968e-8,5.4196748874459184e-8,4.0258754306095225e-8,3.123415894075992e-8,3.124880671317562e-8,2.3634749359677403e-8,2.164622920667348e-8
RCS02,L,cortical,05-03-22,2.6561656678610066e-6,0.000016813748530769872,9.216071151909152e-6,5.682344081056921e-6,7.62430670107922e-6,6.1369689478525505e-6,2.4309574123232326e-6,8.425055470286141e-7,4.408724174615279e-7,3.622133154211722e-7,2.600313990918396e-7,1.8288074142404925e-7,1.371736050976449e-7,1.1325882560148312e-7,7.381990643376615e-8,5.421554698425111e-8,4.015363107616227e-8,3.240986304043704e-8,3.557162362510813e-8,2.3902216331553608e-8,2.003379708712658e-8
RCS02,L,cortical,05-04-22,2.0628347586087004e-6,0.00001414384905597557,9.28512739620412e-6,5.921116544319575e-6,8.25888955418239e-6,6.7815495339195045e-6,2.207118071042613e-6,7.576562666829869e-7,4.903382880890441e-7,3.878962330717189e-7,2.821553499129498e-7,1.9983536238068425e-7,1.473879306369497e-7,1.0722853955316335e-7,8.663614656863693e-8,5.940796953423387e-8,4.548711302270924e-8,3.6363633241656157e-8,3.3341769542477266e-8,2.367372846203216e-8,1.976610165730416e-8
